order_id;year;timestamp;month;channel;customer_type;customer_or_account_label;account_segment;raw_incoming_message;interpretability;mood_tags;bodily_need_tags;dietary_constraints;requested_quantity;requested_products;season_context;inventory_reference;inventory_pressure;fulfillment_status;substitution_required;pickup_delivery;route_zone;payment_terms;repeat_customer;receipt_base;thomas_internal_note;
MH-2014-01-0060;2014;2014-01-31 07:20;January;email;Private customer;Michael K.;returning customer;Short SMS: need a medium box box, feeling low energy, gluten-free. Can pick up in Mitte.;needs follow-up;need warmth, low energy;light digestion;gluten-free;medium box;dried chanterelle, oyster mushroom;Winter;self-foraged + German regional supplier: dried porcini, winter support blend, oyster mushroom;medium;fulfilled;no;pickup;Mitte;cash on pickup;unknown;Winter dried mushroom-miso broth;new B2B rhythm still fragile;
MH-2014-01-0061;2014;2014-01-21 14:37;January;contact form;Private customer;Ania B.;gift order;Short SMS: need a 0.5 kg box, feeling sleep disruption, no garlic. Can pick up in Neukölln.;mostly clear;quiet, low energy;warmth without heaviness;no garlic;0.5 kg;wood ear;Winter;limited early B2B allocation: oyster mushroom, wood ear, dried porcini;low;fulfilled;no;pickup;Charlottenburg;transfer within 3 days;unknown;Winter dried mushroom-miso broth;forecasting still mostly by instinct;
MH-2014-01-0062;2014;2014-01-14 22:30;January;phone note;Private customer;No name / webshop;gift order;Hi Thomas, can I get 5 portions for tonight? I feel sleep disruption and need something that does not sit too heavy. gluten-free;needs follow-up;sleep disruption, low energy;warmth without heaviness;gluten-free;5 portions;oyster mushroom;Winter;Bavarian dried stock: dried chanterelle, oyster mushroom, wood ear;low;fulfilled;no;route drop;Kreuzberg;cash on pickup;no;Winter dried mushroom-miso broth;route planning not yet stable;
MH-2014-01-0063;2014;2014-01-13 18:18;January;webshop note;Private customer;Eva L.;gift order;Hello, do you have dried chanterelle available? I am cooking for same as last time. Please no complicated prep.;clear;low energy, dark season;restorative;no onions;same as last time;dried porcini, wood ear, winter support blend;Winter;Bavarian dried stock: oyster mushroom, winter support blend, wood ear;low;fulfilled;no;evening pickup;Wedding;paid via webshop;unknown;Winter dried mushroom-miso broth;Thomas handling replies manually;
MH-2014-01-0064;2014;2014-01-08 09:02;January;market follow-up;Private customer;Lena R.;event dinner;Hi Thomas, can I get 0.6 kg for tonight? I feel sleep disruption and need something that does not sit too heavy. no onions;clear;quiet, sleep disruption;easy evening food;no onions;0.6 kg;winter support blend, dried porcini;Winter;Brandenburg collector network: wood ear, dried chanterelle, winter support blend;medium;fulfilled;no;evening pickup;Mitte;cash on pickup;yes;Winter dried mushroom-miso broth;Thomas handling replies manually;
MH-2014-01-0065;2014;2014-01-09 19:59;January;SMS;B2B account;Restaurant Kieztopf;hotel kitchen;Restaurant Kieztopf: Can we start with 8.0 kg for brunch this weekend? Open to changing varieties, but please keep the profile earthy.;clear;low energy, dark season;focus support;no garlic;8.0 kg;wood ear;Winter;small German farm supply: winter support blend, oyster mushroom, dried porcini;medium;fulfilled;no;early delivery;Wedding;monthly invoice;new in trial;Winter dried mushroom-miso broth;forecasting still mostly by instinct;
MH-2014-01-0066;2014;2014-01-04 19:50;January;SMS;Private customer;Marta S.;returning customer;Short SMS: need a medium box box, feeling need warmth, no onions. Can pick up in Kreuzberg.;mostly clear;need warmth, dark season;grounding;no onions;medium box;winter support blend, wood ear, dried porcini;Winter;Brandenburg collector network: wood ear, oyster mushroom, dried porcini;low;fulfilled;no;evening pickup;delivery route east;paid via webshop;unknown;Winter dried mushroom-miso broth;new B2B rhythm still fragile;
MH-2014-01-0067;2014;2014-01-26 08:17;January;contact form;Private customer;unknown sender;mood box;Hi Thomas, can I get medium box for tonight? I feel sleep disruption and need something that does not sit too heavy. nut allergy;clear;quiet, sleep disruption;grounding;nut allergy;medium box;winter support blend, wood ear, oyster mushroom;Winter;Bavarian dried stock: dried porcini, winter support blend, wood ear;medium;fulfilled;no;market handoff;Köpenick;cash on pickup;no;Winter dried mushroom-miso broth;route planning not yet stable;
MH-2014-01-0068;2014;2014-01-07 11:46;January;contact form;Private customer;Jonas K.;gift order;Short SMS: need a small box box, feeling dark season, none stated. Can pick up in Mitte.;clear;low energy, sleep disruption;low-stimulation;none stated;small box;dried porcini, wood ear, winter support blend;Winter;Brandenburg collector network: dried porcini, wood ear, oyster mushroom;low;fulfilled;no;delivery;Kreuzberg;transfer within 3 days;no;Winter dried mushroom-miso broth;Thomas handling replies manually;
MH-2014-01-0069;2014;2014-01-21 09:53;January;SMS;Private customer;Daniela S.;returning customer;Web note: Mushroom Mood Today — feeling dark season. Please choose from what is actually good this week. Need 3 portions.;clear;need warmth, low energy;easy evening food;no garlic;3 portions;dried porcini, wood ear, winter support blend;Winter;Bavarian dried stock: winter support blend, oyster mushroom, wood ear;low;fulfilled;no;market handoff;Schöneberg;cash on pickup;yes;Winter dried mushroom-miso broth;new B2B rhythm still fragile;
MH-2014-01-0070;2014;2014-01-04 11:42;January;phone note;Private customer;Ania B.;mood box;Hey, same direction as last time if possible, but lighter. Quantity: medium box.;mostly clear;need warmth, quiet;low-stimulation;gluten-free;medium box;winter support blend;Winter;Bavarian dried stock: oyster mushroom, wood ear, dried porcini;high;partial;yes;market handoff;Schöneberg;cash on pickup;yes;Winter dried mushroom-miso broth;"forecasting still mostly by instinct; explain substitution plainly";
MH-2014-01-0071;2014;2014-01-13 08:50;January;phone note;Private customer;Jonas K.;weekly private rhythm;Short SMS: need a 2.0 kg box, feeling low energy, lactose-free. Can pick up in Neukölln.;clear;quiet, need warmth;restorative;lactose-free;2.0 kg;dried chanterelle;Winter;limited early B2B allocation: dried chanterelle, dried porcini, wood ear;medium;rescheduled;no;evening pickup;delivery route east;transfer within 3 days;yes;Winter dried mushroom-miso broth;forecasting still mostly by instinct;
MH-2014-01-0072;2014;2014-01-14 08:18;January;contact form;B2B account;small Neukölln brunch place;cafe/brunch;Hello Thomas, we are testing a weekend special and would like 6.0 kg mixed seasonal mushrooms. Can you deliver before service and invoice monthly?;clear;low energy, quiet;grounding;nut allergy;6.0 kg;wood ear;Winter;limited early B2B allocation: dried porcini, dried chanterelle, oyster mushroom;high;fulfilled;yes;kitchen drop-off;Neukölln;monthly invoice;yes;Winter dried mushroom-miso broth;forecasting still mostly by instinct;
MH-2014-01-0073;2014;2014-01-12 13:04;January;market follow-up;Private customer;Eva L.;returning customer;Hey, same direction as last time if possible, but more grounding. Quantity: medium box.;clear;low energy, need warmth;focus support;none stated;medium box;oyster mushroom;Winter;self-foraged + German regional supplier: oyster mushroom, winter support blend, wood ear;high;fulfilled;no;route drop;Charlottenburg;paid via webshop;yes;Winter dried mushroom-miso broth;Thomas handling replies manually;
MH-2014-01-0074;2014;2014-01-23 07:45;January;webshop note;Private customer;Sarah P.;gift order;Hello, do you have oyster mushroom available? I am cooking for same as last time. Please no complicated prep.;clear;quiet, low energy;grounding;no garlic;same as last time;dried porcini, dried chanterelle, wood ear;Winter;self-foraged + German regional supplier: wood ear, oyster mushroom, dried chanterelle;low;fulfilled;no;evening pickup;Wedding;bank transfer;unknown;Winter dried mushroom-miso broth;forecasting still mostly by instinct;
MH-2014-01-0075;2014;2014-01-28 13:34;January;contact form;Private customer;Jonas K.;gift order;Hello, do you have winter support blend available? I am cooking for same as last time. Pickup after work possible?;needs follow-up;need warmth, sleep disruption;restorative;no garlic;same as last time;wood ear, winter support blend;Winter;Brandenburg collector network: oyster mushroom, dried porcini, wood ear;low;fulfilled;no;market handoff;Kreuzberg;paid via webshop;yes;Winter dried mushroom-miso broth;new B2B rhythm still fragile;
MH-2014-02-0076;2014;2014-02-20 15:02;February;market follow-up;B2B account;creative catering contact;catering/yoga retreat;Chef asks if early morning delivery is possible. Need roughly 4.5 kg, preferably miso broth base if available, otherwise your selection.;mostly clear;low energy, sleep disruption;cooling;vegetarian;4.5 kg;oyster mushroom, shiitake, wood ear;Winter;self-foraged + German regional supplier: miso broth base, oyster mushroom, wood ear;low;fulfilled;no;early delivery;Neukölln;standing account invoice;new in trial;Winter dried mushroom-miso broth;new B2B rhythm still fragile;
MH-2014-02-0077;2014;2014-02-27 12:54;February;phone note;Private customer;Hanna W.;returning customer;Hello, do you have miso broth base available? I am cooking for medium box. Need it labelled if possible.;clear;sleep disruption, dark season;focus support;no onions;medium box;miso broth base, oyster mushroom, wood ear;Winter;self-foraged + German regional supplier: miso broth base, shiitake, dried porcini;low;fulfilled;no;delivery;Wedding;bank transfer;yes;Winter dried mushroom-miso broth;new B2B rhythm still fragile;
MH-2014-02-0078;2014;2014-02-15 20:16;February;contact form;Private customer;Jonas K.;returning customer;Web note: Mushroom Mood Today — feeling sleep disruption. Please choose from what is actually good this week. Need 3 portions.;clear;dark season, need warmth;warmth without heaviness;none stated;3 portions;shiitake;Winter;small German farm supply: miso broth base, dried porcini, shiitake;medium;fulfilled;no;market handoff;Neukölln;transfer within 3 days;yes;Winter dried mushroom-miso broth;route planning not yet stable;
MH-2014-02-0079;2014;2014-02-21 15:21;February;email;Private customer;unknown sender;gift order;Hey, same direction as last time if possible, but more simple. Quantity: medium box.;clear;quiet, low energy;cooling;no onions;medium box;miso broth base, dried porcini, wood ear;Winter;small German farm supply: shiitake, miso broth base, dried porcini;low;fulfilled;no;delivery;Friedrichshain;paid via webshop;unknown;Winter dried mushroom-miso broth;forecasting still mostly by instinct;
MH-2014-02-0080;2014;2014-02-08 09:39;February;contact form;B2B account;Cafe Sonnenweg;catering/yoga retreat;Cafe Sonnenweg: Can we start with 5.9 kg for brunch this weekend? Open to changing varieties, but please keep the profile light.;clear;dark season, sleep disruption;warmth without heaviness;vegan;5.9 kg;oyster mushroom, wood ear;Winter;small German farm supply: miso broth base, oyster mushroom, shiitake;low;substituted;yes;delivery;Köpenick;standing account invoice;yes;Winter dried mushroom-miso broth;"new B2B rhythm still fragile; mark inventory pressure for next week";
MH-2014-02-0081;2014;2014-02-01 20:57;February;SMS;B2B account;creative catering contact;cafe/brunch;creative catering contact follow-up: guests liked the last box. Can we increase a little this week, maybe 7.3 kg, and keep it local/seasonal?;mostly clear;sleep disruption, low energy;warmth without heaviness;mostly plant-based;7.3 kg;shiitake, dried porcini;Winter;limited early B2B allocation: oyster mushroom, miso broth base, dried porcini;high;fulfilled;no;standing route drop;Mitte;monthly invoice;new in trial;Winter dried mushroom-miso broth;forecasting still mostly by instinct;
MH-2014-02-0082;2014;2014-02-28 12:58;February;contact form;Private customer;Daniela S.;mood box;Hi Thomas, can I get 1.3 kg for tonight? I feel need warmth and need something that does not sit too heavy.;clear;need warmth, sleep disruption;warmth without heaviness;none stated;1.3 kg;wood ear;Winter;limited early B2B allocation: dried porcini, wood ear, oyster mushroom;high;substituted;yes;delivery;Wedding;cash on pickup;unknown;Winter dried mushroom-miso broth;"new B2B rhythm still fragile; offer equivalent texture rather than same species";
MH-2014-02-0083;2014;2014-02-02 19:54;February;webshop note;Unclear / unidentifiable;voice note unclear;unknown;same as before?? can you do it friday;messy;need warmth, dark season;easy evening food;nut allergy;same as last time;oyster mushroom, shiitake, dried porcini;Winter;Bavarian dried stock: shiitake, oyster mushroom, miso broth base;medium;needs clarification;no;market handoff;pickup at workshop;pending;unknown;Winter dried mushroom-miso broth;route planning not yet stable;
MH-2014-02-0084;2014;2014-02-02 10:06;February;webshop note;B2B account;creative catering contact;restaurant;creative catering contact follow-up: guests liked the last box. Can we increase a little this week, maybe 6.2 kg, and keep it local/seasonal?;mostly clear;quiet, sleep disruption;restorative;sensitive stomach;6.2 kg;shiitake, wood ear, dried porcini;Winter;small German farm supply: oyster mushroom, shiitake, miso broth base;medium;fulfilled;no;delivery;pickup at workshop;invoice end of month;new in trial;Winter dried mushroom-miso broth;do not overpromise fixed varieties;
