record_id,date,time,weather,season,clean_message,source_file
100,2010-07-09,11:30,Hot and humid,Summer,"Order Note - Web: Customer Stefan Weber requested a custom mix for a family gathering. Needs to be delivered by Thursday. Note says: ""Something light for a hot summer night, no heavy varieties please, everyone is feeling sluggish from the heat.""",mushroom_Orders_v1.rtf
101,2010-10-15,08:44,Overcast and damp,Autumn,"From: k.klasen@gmx.de Hello, do you have any specific recommendations for an autumn basket? I am feeling very ungrounded lately with the change of weather and want to order a weekly supply of whatever is fresh right now. Please send the payment details.",mushroom_Orders_v1.rtf
102,2011-01-18,16:15,Freezing fog,Winter,"SMS from Clara: Hi! Are you around tomorrow for a pickup? I need another batch of that warming blend you did last month, it really helped with my winter blues. I can do cash or bank transfer.",mushroom_Orders_v1.rtf
103,2011-05-03,10:12,Clear skies,Spring,From: t.mueller@t-online.de Regarding order #1043. Is it possible to add extra herbs to this shipment? My wife wants to use them for a special lunch this weekend. Let me know the price adjustment and I will send it over.,mushroom_Orders_v1.rtf
104,2011-08-27,19:01,Thunderstorm,Summer,"SMS from Ben: Hey man, sorry for the late message. Do you have stock for tomorrow morning? Need a quick delivery for a small dinner party, something refreshing since the storm broke the humidity.",mushroom_Orders_v1.rtf
105,2011-11-12,12:40,Grey and cold,Autumn,"Order Note - Web: No name provided, just email lars.v@web.de. Customer requested: ""Heavy mushroom mix for deep rest, feeling completely exhausted from work."" Pickup arranged for Wednesday at the workshop.",mushroom_Orders_v1.rtf
106,2012-03-05,09:15,Drizzling,Spring,"From: ania.berlin@gmx.de Hi, I filled out the mood form on your site. I am looking for a mix that helps with focus and morning sluggishness as I start a new job this week. Let me know when it will be shipped out.",mushroom_Orders_v1.rtf
107,2012-06-18,15:32,Bright sunshine,Summer,SMS from Oliver: Need a box of whatever is freshest right now for a backyard BBQ. About 2kg if you have it. Can drop by around 18:00 to collect.,mushroom_Orders_v1.rtf
108,2012-09-29,11:04,Chilly wind,Autumn,"From: d.schneider@posteo.de Hello Mushroom House, do you still have the wild varieties from last week? I would like to reorder the exact same combination with the bitter herbs. It really matched my mood perfectly.",mushroom_Orders_v1.rtf
109,2012-11-22,08:50,Dark and rainy,Autumn,"Order Note - Email: Customer Hanna Winter. Needs delivery to Kreuzberg on Friday morning. Request: ""Something to counter the grey November weather, feeling very low energy.""",mushroom_Orders_v1.rtf
110,2013-02-10,14:22,Snowing,Winter,"SMS from Markus: Hey, is the online shop working? Tried to submit a request for a winter blend but it glitched. Need a pickup for two people this weekend, low capacity after being sick.",mushroom_Orders_v1.rtf
111,2013-04-14,10:05,Mild and sunny,Spring,"From: feedback@mushroomhouseberlin.com New message from contact form: ""Looking for a spring re-set mix. Gluten-free dietary restriction. Please advise on current availability and price.""",mushroom_Orders_v1.rtf
112,2013-07-22,17:41,Heatwave,Summer,"SMS from Sarah: Hi there, do you have any cooling herb pairings left for today? It is too hot to eat anything heavy. I can swing by in 20 minutes if you are open.",mushroom_Orders_v1.rtf
113,2013-10-02,09:11,Foggy morning,Autumn,From: r.jung@web.de Subject: Order inquiry for October 5th Can you prepare a large basket for a group of 8 people? We want a seasonal theme that feels grounding for an autumn retreat. Let me know if you need more details about our menu.,mushroom_Orders_v1.rtf
114,2014-01-15,11:34,Bitter cold,Winter,"From: info@hotel-am-stein.de Dear Mushroom House, we would like to inquire about a regular weekly delivery for our boutique hotel kitchen starting next month. Our chef is interested in your seasonal concept to match our rotating weekend menu. Please send your B2B terms.",mushroom_Orders_v1.rtf
115,2014-03-28,15:10,Windy and bright,Spring,SMS from Lena (Repeat Customer): Hi! Glad you are back from the winter break. Can I get my usual weekly box started again? Let me know which day is best for pickup now.,mushroom_Orders_v1.rtf
116,2014-05-19,08:25,Warm rain,Spring,"From: purchase@cafe-flora-berlin.de Hi, following up on our conversation last week. We want to secure 5kg of your current spring mushroom and herb selection for our weekend brunch feature. Please confirm if this volume is manageable with the current forage yields.",mushroom_Orders_v1.rtf
117,2014-07-12,13:50,Sunny,Summer,Order Log #2104: B2C customer Julia Voss. Requesting substitution for wild thyme due to allergy. Swapping for seasonal mint pairing as per founder's note. Delivery scheduled for Thursday via courier.,mushroom_Orders_v1.rtf
118,2014-09-04,16:18,Overcast,Autumn,"SMS from Chef Thomas (Restaurant Mitte): Hey, checking availability for the upcoming weekend. The current mushroom mix went down great with our guests last week. Need double the quantity of the earthy profiles if possible.",mushroom_Orders_v1.rtf
119,2014-11-08,10:45,Cold drizzle,Autumn,"From: mail@elisa-k.de Hello, I am ordering a custom box for my parents' anniversary. They are feeling a bit overwhelmed with moving houses, so I want something very soothing and classic. Delivery to Charlottenburg please.",mushroom_Orders_v1.rtf
120,2015-01-24,14:12,Grey skies,Winter,"From: info@hotel-am-stein.de Hi, we need to adjust our B2B delivery for this week. Due to a private event, we require an additional 3kg of the winter herb blend. Please let us know if you can accommodate this by Thursday morning.",mushroom_Orders_v1.rtf
121,2015-04-11,09:30,Crisp and clear,Spring,"SMS from Ben: Hey, need the usual spring mix for my cafe this week. Let me know what the forest is giving right now so I can update the chalkboard menu. Thanks!",mushroom_Orders_v1.rtf
122,2015-06-20,11:05,Hot sun,Summer,"Order Note - Web: Customer Michael K. ""Looking for a combination that feels like a summer breeze, something light to help with digestion after a long week of business travel."" Pickup Saturday morning.",mushroom_Orders_v1.rtf
123,2015-08-15,16:40,Humid,Summer,"From: kitchen@bistro-neukoelln.de Dear Mushroom House, our current menu requires a shift toward more vibrant, uplifting flavor profiles to match our summer patio theme. Can you adjust our standing Tuesday order to include more of your fresh seasonal herb selections?",mushroom_Orders_v1.rtf
124,2015-10-19,12:15,Golden autumn day,Autumn,"SMS from Clara: The mix last week was incredible, felt so aligned with the changing leaves. Can I get a repeat order for this Friday? Same time, same pickup spot.",mushroom_Orders_v1.rtf
125,2015-12-05,08:55,Frosty,Winter,"From: t.mueller@t-online.de Hello, looking to order a holiday box for a friend who is going through a tough, low-energy winter. Something deeply warming and substantive. Please let me know the final price with shipping included.",mushroom_Orders_v1.rtf
126,2016-02-18,14:20,Sleet,Winter,Order Log #3055: B2B supply for Cafe Flora. Standard winter delivery delayed by one day due to road icing. Chef notified and agreed to Friday afternoon drop-off instead of Thursday.,mushroom_Orders_v1.rtf
127,2016-04-30,10:02,Warm and sunny,Spring,"From: contact@restaurant-pure.de Hello, we are launching our new seasonal lunch menu next week and want to establish a recurring order. We need varieties that embody the freshness of early Berlin spring to align with our clean eating brand identity. Let's schedule a call.",mushroom_Orders_v1.rtf
128,2016-06-25,18:12,Balmy night,Summer,"SMS from Jonas: Hey, got a last-minute gathering tomorrow. Do you have any leftovers from the morning B2B deliveries? Anything fresh and summery will do, just need enough for 4 people.",mushroom_Orders_v1.rtf
129,2016-09-14,11:45,Clear autumn air,Autumn,"From: s.beck@posteo.net Hi, I am looking for a personalized box for my partner who is feeling very burnt out from corporate projects. He needs something that feels grounding and slow. Let me know when is the next available slot for a custom order.",mushroom_Orders_v1.rtf
130,2016-11-04,08:12,Cold rain,Autumn,"Order Note - Web: Customer Sarah Lang. Request: ""Urgent need for a comforting, robust blend. The autumn dampness is getting to my joints."" Delivery requested for tomorrow if possible.",mushroom_Orders_v1.rtf
131,2017-01-20,15:30,Freezing,Winter,"From: kitchen@bistro-neukoelln.de Hi, we need to temporarily pause our B2B delivery for the first two weeks of February due to kitchen renovations. Will resume the standard winter order on February 17th. Thank you for the consistent quality this season.",mushroom_Orders_v1.rtf
132,2017-03-25,09:10,Chilly but sunny,Spring,SMS from Chef Thomas (Restaurant Mitte): Morning! Are the first spring variations ready yet? We are eager to transition away from the heavy winter menu profiles. Give me a shout when you have a box ready for a preview.,mushroom_Orders_v1.rtf
133,2017-05-14,13:22,Overcast,Spring,"From: info@hotel-am-stein.de Dear Mushroom House, please confirm our supply for the upcoming long weekend. We expect high occupancy and need to ensure our breakfast menu has a steady supply of your fresh herb pairings. Standard quantities plus 2kg extra please.",mushroom_Orders_v1.rtf
